Timestamp,Supplier,Model,Price_KD,Source_Chat,Raw_Snippet,Notes
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 GT 5G 8/256GB,,Mohit- Teleflex DXB,SELLING READY STOCK; Nubia Neo 5 GT 5G 8/256GB,ready stock
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 Max 5G 8/256GB,,Mohit- Teleflex DXB,SELLING READY STOCK; Nubia Neo 5 Max 5G 8/256GB,ready stock
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/64GB,,Mohit- Teleflex DXB,Samsung mix spec A075 4/64GB 🔥,flame marker
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/64GB,,Mohit- Teleflex DXB,ZTE A57 4/64GB 🔥,flame marker
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/128GB,,Mohit- Teleflex DXB,ZTE A57 4/128GB 🔥,flame marker
Today 12:28 AM,Mohit- Teleflex DXB,ZTE A77 4/128GB,,Mohit- Teleflex DXB,ZTE A77 4/128GB 🔥,flame marker
Today 12:28 AM,Mohit- Teleflex DXB,Nubia Air Pro 5G 8/256GB,,Mohit- Teleflex DXB,Nubia Air Pro 5G 8/256GB 🔥,flame marker
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S25 S931 12+B/DS 256GB,,Burhan Baraka Fzco,Samsung S25 S931 12+ B/DS 256GB @$550; Navy-50,Latin specs; ready stock in DAFZA Dubai; Navy 50; $550
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S25 Ultra S938 12+B/DS 512GB,,Burhan Baraka Fzco,Samsung S25 Ultra S938 12+ B/DS 512GB @$790; BLK-140 Grey-140 White-80,"Latin specs; ready stock in DAFZA Dubai; Black 140, Grey 140, White 80; $790"
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S26 S942 12+B/DS 512GB,,Burhan Baraka Fzco,Samsung S26 S942 12+ B/DS 512GB @$770; BLK-60 Violet-60 Blue-20 White-20,"Latin specs; ready stock in DAFZA Dubai; Black 60, Violet 60, Blue 20, White 20; $770"
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S26 Ultra S948 12+B/DS 512GB,,Burhan Baraka Fzco,Samsung S26 Ultra S948 12+ B/DS 512GB @$980; Blue-100,Latin specs; ready stock in DAFZA Dubai; Blue 100; $980
Today 12:14 AM,Roy HK,Redmi 15C 5G NFC 4+128 EU,,Roy HK,Redmi 15C 5G NFC 4+128 EU $148; Black 200 Green 200 Purple 200,Black 200; Green 200; Purple 200; $148
Today 1:40 AM,Roy HK,Poco C71 4+128 EU,,Roy HK,Poco C71 4+128 EU $102; Black 1000 Blue 1000 Gold 1000,Black 1000; Blue 1000; Gold 1000; $102
Today 2:01 AM,Khaled Zayed,Samsung A075 4/64 Arabic,,KHALID ZAID SWIFT TELECOM,Samsung Arabic Samsung A075 4/64 Arabic @385; Black 460; Violet 100; Green 100,Black 460; Violet 100; Green 100; 385
Today 2:01 AM,Khaled Zayed,Samsung A075 4/128 Arabic,,KHALID ZAID SWIFT TELECOM,Samsung Arabic Samsung A075 4/128 Arabic @435; Black 540; Violet 180; Green 180,Black 540; Violet 180; Green 180; 435
Today 2:01 AM,Khaled Zayed,Samsung A165 4/128 Arabic,,KHALID ZAID SWIFT TELECOM,Samsung Arabic Samsung A165 4/128 Arabic @495; Black 300; Gray 200,Black 300; Gray 200; 495
Today 2:01 AM,Khaled Zayed,Samsung A175 4/128 Arabic,,KHALID ZAID SWIFT TELECOM,Samsung Arabic Samsung A175 4/128 Arabic @535; Black 2000,Black 2000; 535
Today 2:01 AM,Khaled Zayed,Samsung A175 6/128 Arabic,,KHALID ZAID SWIFT TELECOM,Samsung Arabic Samsung A175 6/128 Arabic @615; Black 190; Gray 65; Blue 85,Black 190; Gray 65; Blue 85; 615
Today 2:05 AM,ROYAL LINE ELECTRONICS FZCO,Samsung A075 4/64GB,,ROYAL LINE ELECTRONICS FZCO,"Samsung A075 4/64GB; Black, Violet, Green; Ready Stock","colors: Black, Violet, Green; ready stock"
Today 2:05 AM,ROYAL LINE ELECTRONICS FZCO,Samsung A075 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"Samsung A075 4/128GB; Black, Violet, Green; Ready Stock","colors: Black, Violet, Green; ready stock"
Today 2:05 AM,ROYAL LINE ELECTRONICS FZCO,Samsung A165 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"Samsung A165 4/128GB; Black, Gray; Ready Stock","colors: Black, Gray; ready stock"
Today 2:05 AM,ROYAL LINE ELECTRONICS FZCO,Samsung A175 4/128GB,,ROYAL LINE ELECTRONICS FZCO,Samsung A175 4/128GB; Black; Ready Stock,colors: Black; ready stock
Today 2:05 AM,ROYAL LINE ELECTRONICS FZCO,Samsung A175 6/128GB,,ROYAL LINE ELECTRONICS FZCO,"Samsung A175 6/128GB; Black, Gray, Blue; Ready Stock","colors: Black, Gray, Blue; ready stock"
Today 12:18 AM,KHALID ZAID SWIFT TELECOM,Samsung Arabic bulk stock list (A07/A16/A17/A26/A57/A37/A56/S25 FE/S25 Ultra/S26 Ultra/Z Fold7),,ROYAL LINE ELECTRONICS FZCO,WTB Samsung Arabic; bulk color quantities; ready to confirm order,WTB/stock request in Royal group; no prices; not duplicated as separate priced offers
Today 1:52 AM,Taha - Century Promise Communications FZCO,Blackview mobile phones (unspecified),,Taha - Century Promise Communications FZCO,We will start bringing blackview tablet and mobile phones. Extremely cheap prices,interest ask; no specific model or price posted
Today 2:49 AM,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,WTS: Redmi 15C 5G 4+128GB EU Spec — Any demand for the above model?,No price posted
Today 2:25 AM,Parth Kanabar,Samsung M17 4/128,,WTS KANABAR 🇮🇳 SPEC,Wts Samsung M17 4/128 500,Currency not stated; on booking; Logix on DXB; 500
Today 2:25 AM,Parth Kanabar,Samsung M17 6/128,,WTS KANABAR 🇮🇳 SPEC,M17 6/128 500,Currency not stated; on booking; Logix on DXB; 500
Today 2:42 AM,Parth Kanabar,Samsung S26 12/256,,WTS KANABAR 🇮🇳 SPEC,Wts Samsung S26 12/256 50/100 Mix colour Ready in 2days,Currency/meaning of 50/100 not stated; mix colour; ready in 2 days; Logix on DXB
Today 1:13 AM,MGT,Samsung S25 FE 8/128,,WTS MGT,S25 fe 8/128,Ready local
Today 1:13 AM,MGT,Samsung S25 FE 8/256,,WTS MGT,S25 fe 8/256,Ready local
Today 1:13 AM,MGT,Samsung S25 8/256 UAE,,WTS MGT,S25 8/256 🇦🇪,Ready local
Today 1:13 AM,MGT,Samsung S25 12/256 mix,,WTS MGT,S25 12/256 mix,Ready local
Today 1:50 AM,MGT,Samsung M07 4/64,,WTS MGT,M07 4/64-30,Currency not stated; 30 (currency not stated)
Today 2:34 AM,Bombay Digital DXB,Samsung A07 4/64 Indian local,,WTS MGT,WTS A07 4/64 indian local 376 dh 100 pcs only,100 pcs only; AED 376
Today 2:05 AM,Khaled Zayed,Samsung A075 4/64GB,,ROYAL LINE ELECTRONICS FZCO,"A075 | 4/64GB — Black, Violet, Green",Ready stock; DAFZA Dubai
Today 2:05 AM,Khaled Zayed,Samsung A075 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"A075 | 4/128GB — Black, Violet, Green",Ready stock; DAFZA Dubai
Today 2:05 AM,Khaled Zayed,Samsung A165 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"A165 | 4/128GB — Black, Gray",Ready stock; DAFZA Dubai
Today 2:05 AM,Khaled Zayed,Samsung A175 4/128GB,,ROYAL LINE ELECTRONICS FZCO,A175 | 4/128GB — Black,Ready stock; DAFZA Dubai
Today 2:05 AM,Khaled Zayed,Samsung A175 6/128GB,,ROYAL LINE ELECTRONICS FZCO,"A175 | 6/128GB — Black, Gray, Blue",Ready stock; DAFZA Dubai
Today 3:04 AM,Khaled Zayed,Samsung Galaxy A17 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"🔥 WTS | SAMSUNG ARABIC 🇦🇪 — Galaxy A17 | 4/128GB — Black, Gray, Blue",Ready stock — DAFZA Dubai
Today 3:05 AM,Khaled Zayed,Samsung Galaxy A17 6/128GB,,ROYAL LINE ELECTRONICS FZCO,"🔥 WTS | SAMSUNG ARABIC 🇦🇪 — Galaxy A17 | 6/128GB — Black, Gray, Blue",Ready stock — DAFZA Dubai
Today 2:01 AM,Khaled Zayed,Samsung A075 4/64,,KHALID ZAID SWIFT TELECOM,"Samsung Arabic — A075 4 64 @385; Black 460, Violet 100, Green 100",Color availability/counts as posted; 385 (currency not stated)
Today 2:01 AM,Khaled Zayed,Samsung A075 4/128,,KHALID ZAID SWIFT TELECOM,"A075 4 128 @435; Black 540, Violet 180, Green 180",Color availability/counts as posted; 435 (currency not stated)
Today 2:01 AM,Khaled Zayed,Samsung A165 4/128,,KHALID ZAID SWIFT TELECOM,"A165 4 128 @495; Black 300, Gray 200",Color availability/counts as posted; 495 (currency not stated)
Today 2:01 AM,Khaled Zayed,Samsung A175 4/128,,KHALID ZAID SWIFT TELECOM,A175 4 128 @535; Black 2000,Color availability/counts as posted; 535 (currency not stated)
Today 2:01 AM,Khaled Zayed,Samsung A175 6/128,,KHALID ZAID SWIFT TELECOM,"A175 6 128 @615; Black 190, Gray 65, Blue 85",Color availability/counts as posted; 615 (currency not stated)
Today 1:53 AM,Sahil Bora DXB,Samsung S25 FE S731B/DS 8/128,,Sahil Bora DXB,Samsung S25 FE (S731B/DS) (8/128),Indian specs; FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung Tab A11+ 5G X236B 6/128,,Sahil Bora DXB,Samsung Tab A11+ 5G X236B (6/128),Indian specs; FOB Dubai
Today 1:52 AM,Taha,Blackview tablets and mobile phones,,Taha - Century Promise Communications FZCO,We will start bringing blackview tablet and mobile phones. Extremely cheap prices,Generic availability announcement; no model or price posted
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S25 S931 12+ B/DS 256GB,,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S25 S931 12+ B/DS 256gb @$550,Latin specs; ready stock in DAFZA Dubai; USD 550
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S25 Ultra S938 12+ B/DS 512GB,,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S25 Ultra S938 12+B/DS 512gb @$790,Latin specs; ready stock in DAFZA Dubai; USD 790
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S26 S942 12+ B/DS 512GB,,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S26 S942 12+B/DS 512gb @$770,Latin specs; ready stock in DAFZA Dubai; USD 770
Today 1:47 AM,Juzer-Burhan Electronics,Samsung S26 Ultra S948 12+ B/DS 512GB,,👍🇦🇪Burhan Baraka Fzco🇦🇪👍,Samsung S26 Ultra S948 12+B/DS 512gb @$980,Latin specs; ready stock in DAFZA Dubai; USD 980
Today 2:59 AM,Onkar Singh Rajput HK,Samsung A17 8/128GB 5G,,Onkar Singh Rajput HK,Wts Samsung A17 8/128gb 5G — On booking,On booking
Today 2:58 AM,Fiona Tang HK,Note 15 8+256,,Fiona Tang HK,note 15 8+256 193$,USD 193
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A16 A165 4GB+128GB AFB,,Shabbir Simtronics DXB,A16 (A165) 4GB + 128GB | AFB,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 A175 4GB+128GB ARB/AFB,,Shabbir Simtronics DXB,A17 (A175) 4GB + 128GB | ARB/AFB,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 A175 6GB+128GB ARB,,Shabbir Simtronics DXB,A17 (A175) 6GB + 128GB | ARB,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 A175 8GB+128GB ARB,,Shabbir Simtronics DXB,A17 (A175) 8GB + 128GB | ARB,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 A175 8GB+256GB MLY,,Shabbir Simtronics DXB,A17 (A175) 8GB + 256GB | MLY,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 A276 8GB+128GB AFR/EU,,Shabbir Simtronics DXB,A27 (A276) 8GB + 128GB | AFR/EU,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 A276 8GB+256GB MLY/PCT/AFR,,Shabbir Simtronics DXB,A27 (A276) 8GB + 256GB | MLY/PCT/AFR,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 A376 8GB+256GB PCT,,Shabbir Simtronics DXB,A37 (A376) 8GB + 256GB PCT,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 A376 12GB+256GB MLY,,Shabbir Simtronics DXB,A37 (A376) 12GB + 256GB MLY,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 A576 8GB+256GB INDO,,Shabbir Simtronics DXB,A57 (A576) 8GB + 256GB | INDO,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 A576 12GB+256GB INDO,,Shabbir Simtronics DXB,A57 (A576) 12GB + 256GB | INDO,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 A576 12GB+512GB SG,,Shabbir Simtronics DXB,A57 (A576) 12GB + 512GB | SG,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S25 S931 12GB+256GB INDIA,,Shabbir Simtronics DXB,S25 (S931) 12GB + 256GB INDIA,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S26 FE S741 8GB+256GB AFR,,Shabbir Simtronics DXB,S26 FE (S741) 8GB + 256GB AFR,
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S26 Ultra S948 12GB+512GB AFR,,Shabbir Simtronics DXB,S26 ULTRA (S948) 12GB + 512GB AFR,
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64 Thai,,CHIRAG DXB,A075 4/64 THAI,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64 Arabic,,CHIRAG DXB,A075 4/64 ARABIC,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung Tab X135 4/64,,CHIRAG DXB,TAB X135 4/64-,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung Tab X135 8/128,,CHIRAG DXB,TAB X135 8/128-,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung Tab X236 8/128 India,,CHIRAG DXB,TAB X236 8/128 🇮🇳-,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung Note 14S 8/256,,CHIRAG DXB,NOTE 14S 8/256-,No price posted today
Today 1:25 AM,CHIRAG DXB,Samsung Note 15 Pro 8/256,,CHIRAG DXB,NOTE 15 PRO 8/256-,No price posted today
Today 1:06 AM,Joy Xie HK,Poco C71 4+64 EU,,Joy Xie HK,"WTS, EX HK — Poco C71 4+64 EU $92",USD 92
Yesterday 10:31 PM,Roy HK,Redmi 15C 4G 4+128 EU,,Roy HK,"Redmi 15C 4G 4+128 EU $115 — Black 500, Green 300, Purple 490",Very recent overnight; color availability/counts as posted; USD 115
Today 12:14 AM,Roy HK,Redmi 15C 5G NFC 4+128 EU,,Roy HK,"Redmi 15C 5G NFC 4+128 EU $148 — Black 200, Green 200, Purple 200",Color availability/counts as posted; USD 148
Today 1:40 AM,Roy HK,Poco C71 4+128 EU,,Roy HK,"Poco C71 4+128 EU $102 — Black 1000, Blue 1000, Gold 1000",Color availability/counts as posted; USD 102
Today 12:58 AM,Juzer-Burhan Electronics,Samsung S25 S931 12+ B/DS 256GB,,Burhan Baraka Fzco,WTS: Latin Specs; Samsung S25 S931 12+ B/DS 256gb@$550; Navy-50,Ready Stock in DAFZA Dubai; USD 550
Today 12:58 AM,Juzer-Burhan Electronics,Samsung S25 Ultra S938 12+ B/DS 512GB,,Burhan Baraka Fzco,WTS: Latin Specs; Samsung S25 Ultra S938 12+ B/DS 512gb@$790; BLK-140 Grey-140 White-80,Ready Stock in DAFZA Dubai; USD 790
Today 12:58 AM,Juzer-Burhan Electronics,Samsung S26 S942 12+ B/DS 512GB,,Burhan Baraka Fzco,WTS: Latin Specs; Samsung S26 S942 12+ B/DS 512gb@$770; BLK-60 Violet-60 Blue-20 White-20,Ready Stock in DAFZA Dubai; USD 770
Today 12:58 AM,Juzer-Burhan Electronics,Samsung S26 Ultra S948 12+ B/DS 512GB,,Burhan Baraka Fzco,WTS: Latin Specs; Samsung S26 Ultra S948 12+ B/DS 512gb@$980; Blue-100,Ready Stock in DAFZA Dubai; USD 980
Today 2:17 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy A17 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"WTS | SAMSUNG ARABIC; Galaxy A17 | 4/128GB; Black, Gray, Blue; Ready Stock — DAFZA Dubai",Contact for best price
Today 3:03 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy A16 4/128GB,,ROYAL LINE ELECTRONICS FZCO,"WTS | SAMSUNG ARABIC; Galaxy A16 | 4/128GB; Black, Gray, Green; Ready Stock — DAFZA Dubai",Contact for best price
Today 3:05 AM,KHALID ZAID SWIFT TELECOM,Samsung Galaxy A17 6/128GB,,ROYAL LINE ELECTRONICS FZCO,"WTS | SAMSUNG ARABIC; Galaxy A17 | 6/128GB; Black, Gray, Blue; Ready Stock — DAFZA Dubai",Contact for best price
Today 2:59 AM,Onkar Singh Rajput HK,Samsung A17 8/128GB 5G,,Onkar Singh Rajput HK,Wts Samsung A17 8/128gb 5G; On booking,
Today 11:04 PM,Onkar Singh Rajput HK,Xiaomi Note 17 Pro 8/256GB 5G,,Onkar Singh Rajput HK,Wts Xiaomi Note 17 pro 8/256gb 5G; On booking,Older visible message; booking
Today 1:02 AM,Fiona Tang HK,HONOR X5C PLUS 6+256GB,,Fiona Tang HK,"HONOR X5C PLUS 6+256G US Black/Silver,Green$143",US spec; USD 143
Today 1:02 AM,Fiona Tang HK,HONOR X9D 8+512GB,,Fiona Tang HK,HONOR X9D 8+512G US Black $313,US spec; USD 313
Today 2:58 AM,Fiona Tang HK,Redmi Note 15 8+256GB,,Fiona Tang HK,note 15 8+256 193$,USD 193
Today 2:49 AM,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,WTS: Redmi 15C 5G 4+128GB EU Spec; Any demand for the above model ?,Price not posted
Today 1:55 AM,Parth Kanabar,Samsung A07 5G 4/128GB,,WTS KANABAR SPEC,Wts Samsung A07 5g 4/128 500unit; On booking; Logix one DXB,500 units
Today 1:55 AM,Parth Kanabar,Samsung A07 5G 6/128GB,,WTS KANABAR SPEC,Wts Samsung A07 5G 6/128 500Unit; On booking; Logix one DXB,500 units
Today 2:25 AM,Parth Kanabar,Samsung M17e 4/128GB,,WTS KANABAR SPEC,Wts Samsung M17e 4/128 500; On booking; Logix one DXB,500 units
Today 2:25 AM,Parth Kanabar,Samsung M17e 6/128GB,,WTS KANABAR SPEC,Wts Samsung M17e 6/128 500; On booking; Logix one DXB,500 units
Today 2:42 AM,Parth Kanabar,Samsung S26 12/256GB,,WTS KANABAR SPEC,Wts Samsung S26 12/256 50/100; Mix colour; Ready in 2days; Logix one DXB,50/100 mix colour
Today 1:13 AM,MGT,Samsung S25 FE 8/128GB,,WTS MGT,WTS: S25 fe 8/128; Ready local,
Today 1:13 AM,MGT,Samsung S25 FE 8/256GB,,WTS MGT,WTS: S25 fe 8/256; Ready local,
Today 1:13 AM,MGT,Samsung S25 8/256GB,,WTS MGT,WTS: S25 8/256; Ready local,
Today 1:13 AM,MGT,Samsung S25 12/256GB mix,,WTS MGT,WTS: S25 12/256 mix; Ready local,
Today 1:50 AM,MGT,Samsung M07 4/64GB,,WTS MGT,WTS: M07 4/64-30,30 units
Today 2:34 AM,Bombay Digital DXB,Samsung A07 4/64GB,,WTS MGT,WTS A07 4/64 indian local; 376 dh 100 pcs only,100 pcs only; AED 376
Today 1:53 AM,Sahil Bora DXB,Samsung A175 4/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung A175 4/128GB; Samsung, Arabic","FOB Dubai; Samsung, Arabic"
Today 1:53 AM,Sahil Bora DXB,Samsung A07 4/64GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung A07 4/64GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G A366E/DS 8/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung A36 5G A366E/DS 8/128GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G A366E/DS 8/256GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung A36 5G A366E/DS 8/256GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung M17 5G 4/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung M17 5G 4/128GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung M17e 5G 4/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung M17e 5G 4/128GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung S25 FE S731B/DS 8/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung S25 FE S731B/DS 8/128GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Samsung Tab A11+ 5G X236B 6/128GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Samsung Tab A11+ 5G X236B 6/128GB",FOB Dubai
Today 1:53 AM,Sahil Bora DXB,Google Pixel 11 512GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Google Pixel 11 512GB; 33 pcs",FOB Dubai; 33 pcs
Today 1:53 AM,Sahil Bora DXB,Motorola Edge 60 Fusion 12/256GB,,Sahil Bora DXB,"WTS | Ready Stock In FZE; Samsung, Indian Specs; FOB Dubai; Motorola Edge 60 Fusion 12/256GB; In Booking",FOB Dubai; In Booking
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64GB Thai,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64GB Arabic,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung Tab X135 4/64GB,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung Tab X135 8/128GB,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung Tab X236 8/128GB,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Redmi Note 14S 8/256GB,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:25 AM,CHIRAG DXB,Redmi Note 15 Pro 8/256GB,,CHIRAG DXB,WTS current list; WTS A075 4/64 THAI; A075 4/64 ARABIC; TAB X135 4/64; TAB X135 8/128; TAB X236 8/128; NOTE 14S 8/256; NOTE 15 PRO 8/256,Price not posted
Today 1:06 AM,Joy Xie HK,Poco C71 4+64GB EU,,Joy Xie HK,"WTS, EX HK, please check Poco C71 4+64 EU $92",USD 92
Today 1:06 AM,Joy Xie HK,Poco C71 4+128GB EU,,Joy Xie HK,"WTS, EX HK, please check Poco C71 4+128 EU $105",USD 105
Today 11:44 PM,Joy Xie HK,Redmi Note 15 8+256GB EU,,Joy Xie HK,"WTS, EX HK, please check Redmi Note 15 8+256G EU $193 Black",Very recent overnight visible message; USD 193
Today 12:14 AM,Roy HK,Redmi 15C 5G NFC 4+128GB EU,,Roy HK,Redmi 15C 5G NFC 4+128 EU $148; Black 200 Green 200 Purple 200,USD 148
Today 1:40 AM,Roy HK,Poco C71 4+128GB EU,,Roy HK,Poco C71 4+128 EU $102; Black 1000 Blue 1000 Gold 1000,USD 102
Today 10:31 PM,Roy HK,Redmi 15C 4G 4+128GB EU,,Roy HK,Redmi 15C 4G 4+128 EU $115; Black 500 Green 300 Purple 490,Very recent overnight visible message; USD 115
Today 1:36 AM,Teleflex Dubai,OnePlus Nord CE5 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; OnePlus Nord CE5 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A5 3/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Redmi A5 3/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A7 Pro 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Redmi A7 Pro 4/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A7 Pro 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Redmi A7 Pro 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A57 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A57 4/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A57 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A57 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A77 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A77 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A35E 2/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A35E 2/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A36 2/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A36 2/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A36 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A36 4/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A56 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A56 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A75 5G 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A75 5G 4/128GB,Price not posted
